comment_id,video_id,author_name_hash,comment_text,published_at,like_count,reply_count,parent_comment_id,language_detected,source,created_at
UgxDGDnyikCQErkc1ox4AaABAg.9Q1D505R3qX9QqrnfFucNC,0ssucYoYtYE,8245047625a2314e,"Yep, that was some Cult of Tesla stuff right there. ""We're not going to suggest a manufacturer's claim could possibly be untrue!"" even though that has indeed happened sometimes in the history of car manufacturers, lol.",2021-08-10T04:32:43Z,11,0,UgxDGDnyikCQErkc1ox4AaABAg,en,youtube,2026-01-14T13:23:10.428112
UgxDGDnyikCQErkc1ox4AaABAg.9Q1D505R3qX9R5iu9KCgwc,0ssucYoYtYE,534fcf4aed6bd34e,@DeathBringer769 i am at a toss up i don't like tesla cult members yet i hate posh english men who fall for a scripted so,2021-08-16T08:22:49Z,2,0,UgxDGDnyikCQErkc1ox4AaABAg,en,youtube,2026-01-14T13:23:10.428120
Ugwdu1La_TIaBwKcUap4AaABAg,0ssucYoYtYE,5b345824e3c7402d,I love that the 2 lawyers doing most of the talking have clearly been dealing with Clarkson's antics for years.,2022-04-04T20:14:31Z,3398,9,,en,youtube,2026-01-14T13:23:10.428138
Ugwdu1La_TIaBwKcUap4AaABAg.9_Pnz-5NCnB9d8w0PR69vz,0ssucYoYtYE,37f40529e3cc69a3,2 actors. 4 extras. But the 2 actors were great! I loved that segment. :D,2022-07-06T17:03:15Z,174,0,Ugwdu1La_TIaBwKcUap4AaABAg,en,youtube,2026-01-14T13:23:10.428148
Ugwdu1La_TIaBwKcUap4AaABAg.9_Pnz-5NCnB9f9ZYhiOlU2,0ssucYoYtYE,7e209005fd2f57a6,I can just hack it.,2022-08-25T16:00:14Z,3,0,Ugwdu1La_TIaBwKcUap4AaABAg,en,youtube,2026-01-14T13:23:10.428158
Ugwdu1La_TIaBwKcUap4AaABAg.9_Pnz-5NCnB9fqufWi67Jv,0ssucYoYtYE,ad8119a07e73ba43,"@brianwest2775 no, actually, all 6 were from the same real law firm, but the producers probably only need 2 of them do the talking",2022-09-11T21:20:08Z,116,0,Ugwdu1La_TIaBwKcUap4AaABAg,en,youtube,2026-01-14T13:23:10.428167
Ugwdu1La_TIaBwKcUap4AaABAg.9_Pnz-5NCnB9juofqtvcj5,0ssucYoYtYE,72324f5908f8fd7e,@grdprojekt Which firm?,2022-12-21T19:50:17Z,6,0,Ugwdu1La_TIaBwKcUap4AaABAg,en,youtube,2026-01-14T13:23:10.428176
Ugwdu1La_TIaBwKcUap4AaABAg.9_Pnz-5NCnB9qh0J8Th6sD,0ssucYoYtYE,7c8c75669aab91b2,The whole interaction was scripted,2023-06-08T10:51:02Z,8,0,Ugwdu1La_TIaBwKcUap4AaABAg,en,youtube,2026-01-14T13:23:10.428185
UgzsONiS4qSwhI_IIY94AaABAg,0ssucYoYtYE,52f0c3ea5ad109e2,"""Are you saying that Richard is too small to see over the steering wheel?""
""I am not saying anything...""
How the lawyer kept his cool is beyond me",2023-02-10T07:59:46Z,1280,7,,en,youtube,2026-01-14T13:23:10.428195
UgzsONiS4qSwhI_IIY94AaABAg.9lwruWQPQPRA-_fqk-O61R,0ssucYoYtYE,c65c8fca603d450e,"""im not saying anything. all in saying is it was a crash"" 
wait so are you saying nothing or are you saying it was a crash? jury this man is a deceiver
""You cant say im a deceiver thats drfamation""
""im not saying your a deceiver though am i?""",2024-02-09T03:42:48Z,12,0,UgzsONiS4qSwhI_IIY94AaABAg,en,youtube,2026-01-14T13:23:10.428205
UgzsONiS4qSwhI_IIY94AaABAg.9lwruWQPQPRA2mDRXx0d_6,0ssucYoYtYE,86cefd6186e8bcd4,@KA._.144you’re,2024-04-28T14:10:07Z,0,0,UgzsONiS4qSwhI_IIY94AaABAg,en,youtube,2026-01-14T13:23:10.428214
UgzsONiS4qSwhI_IIY94AaABAg.9lwruWQPQPRA7U3lMcUruL,0ssucYoYtYE,bbfd9d33d7b7d8f2,"Objection!

Your honour, it is self evident that Hammond is very short.",2024-08-23T10:16:59Z,11,0,UgzsONiS4qSwhI_IIY94AaABAg,en,youtube,2026-01-14T13:23:10.428224
UgzsONiS4qSwhI_IIY94AaABAg.9lwruWQPQPRA8Ln8SgTtzL,0ssucYoYtYE,94eb38240e9b1703,😅Vintage Clarkson!,2024-09-14T01:40:27Z,0,0,UgzsONiS4qSwhI_IIY94AaABAg,en,youtube,2026-01-14T13:23:10.428239
UgzsONiS4qSwhI_IIY94AaABAg.9lwruWQPQPRA8pOnDl9BuB,0ssucYoYtYE,9669c1eb5ece0522,Not bad prividing they don’t burst into flames,2024-09-25T22:55:25Z,0,0,UgzsONiS4qSwhI_IIY94AaABAg,en,youtube,2026-01-14T13:23:10.428248
Ugz1dtUcXj0rZTv5mDx4AaABAg,0ssucYoYtYE,57a07f47fd55c9e1,Never thought I'd live to see the day that Jeremy appreciates an electric car.,2021-05-04T20:02:25Z,18732,243,,en,youtube,2026-01-14T13:23:10.428257
Ugz1dtUcXj0rZTv5mDx4AaABAg.9MwBIBNQSV99Myq0TFm_ER,0ssucYoYtYE,e7e8e1906ee26a57,And from same manufacturer as the previous one where he crushed Elon’s heart.,2021-05-05T20:45:29Z,613,0,Ugz1dtUcXj0rZTv5mDx4AaABAg,en,youtube,2026-01-14T13:23:10.428267
Ugz1dtUcXj0rZTv5mDx4AaABAg.9MwBIBNQSV99MzBF7avDkP,0ssucYoYtYE,ad0fa3c543fe1567,die a hero or live long enough to become the villain,2021-05-05T23:59:43Z,406,0,Ugz1dtUcXj0rZTv5mDx4AaABAg,en,youtube,2026-01-14T13:23:10.428274
Ugz1dtUcXj0rZTv5mDx4AaABAg.9MwBIBNQSV99MzFnciGYYM,0ssucYoYtYE,a6c6707965e28f39,Obviously you didn’t watch top gear then... Because years ago he chose the BMW i8 over the M3 in S22E4 .,2021-05-06T00:39:31Z,253,0,Ugz1dtUcXj0rZTv5mDx4AaABAg,en,youtube,2026-01-14T13:23:10.428283
Ugz1dtUcXj0rZTv5mDx4AaABAg.9MwBIBNQSV99MzbfJ8tgbi,0ssucYoYtYE,12760837e1f737a0,"Elon Musk revealed in an interview that the Top Gear episode was scripted. Before Jeremy even received the car they planned to have it ""break down"" away from a charging station. Just fake drama. Elon wasn't happy about the script making the car look bad but Top Gear got away with it by claiming ""we're just entertainment not a factual source on cars.""",2021-05-06T03:59:21Z,434,0,Ugz1dtUcXj0rZTv5mDx4AaABAg,en,youtube,2026-01-14T13:23:10.428308
Ugz1dtUcXj0rZTv5mDx4AaABAg.9MwBIBNQSV99N-MfZtm7IY,0ssucYoYtYE,39bc60eeb2c1c959,@riverdays-s7i is there a source for this?,2021-05-06T10:58:49Z,53,0,Ugz1dtUcXj0rZTv5mDx4AaABAg,en,youtube,2026-01-14T13:23:10.428318
UgxS4deWbn6_lxGEbU14AaABAg,0ssucYoYtYE,1c311e4d5af3cef0,No one wants to talk about how talented his art work was 🎨🖌️👍,2021-05-22T05:00:45Z,8135,91,,en,youtube,2026-01-14T13:23:10.428328
UgxS4deWbn6_lxGEbU14AaABAg.9NcvPt0tkcz9NfeWOYNktf,0ssucYoYtYE,2a38ee07237dc2e4,😂😂,2021-05-23T06:30:48Z,70,0,UgxS4deWbn6_lxGEbU14AaABAg,en,youtube,2026-01-14T13:23:10.428336
UgxS4deWbn6_lxGEbU14AaABAg.9NcvPt0tkcz9Ngtlf_czgf,0ssucYoYtYE,718eb518230fad17,Lol,2021-05-23T18:03:20Z,26,0,UgxS4deWbn6_lxGEbU14AaABAg,en,youtube,2026-01-14T13:23:10.428349
UgxS4deWbn6_lxGEbU14AaABAg.9NcvPt0tkcz9Nh55rOg4Vj,0ssucYoYtYE,7f7ef686423e85ce,I mean. Was it what I think it is?! 😂😂,2021-05-23T19:51:05Z,262,0,UgxS4deWbn6_lxGEbU14AaABAg,en,youtube,2026-01-14T13:23:10.428356
UgxS4deWbn6_lxGEbU14AaABAg.9NcvPt0tkcz9NoMmVS-XwZ,0ssucYoYtYE,ae6ae06e5be79bf4,@MrTypic 😭😂,2021-05-26T15:40:17Z,14,0,UgxS4deWbn6_lxGEbU14AaABAg,en,youtube,2026-01-14T13:23:10.428364
UgxS4deWbn6_lxGEbU14AaABAg.9NcvPt0tkcz9NrP2I8bxR9,0ssucYoYtYE,f52ba55be6575cc0,The drawing was sus,2021-05-27T19:57:46Z,185,0,UgxS4deWbn6_lxGEbU14AaABAg,en,youtube,2026-01-14T13:23:10.428372
Ugxo4kNc0SLd23KQnuZ4AaABAg,0ssucYoYtYE,e9ce0411492106e7,"""it's 156,000 pounds""
Damn, that's heavy
*Realizes he lives in the UK*
Im an idiot",2021-07-08T13:59:06Z,5697,81,,en,youtube,2026-01-14T13:23:10.428382
Ugxo4kNc0SLd23KQnuZ4AaABAg.9PXuO-yhVOD9PnSM_MHM4k,0ssucYoYtYE,9b38232d560cac4c,i’m also an idiot,2021-07-15T00:12:35Z,85,0,Ugxo4kNc0SLd23KQnuZ4AaABAg,en,youtube,2026-01-14T13:23:10.428391
Ugxo4kNc0SLd23KQnuZ4AaABAg.9PXuO-yhVOD9PoqcDWt72w,0ssucYoYtYE,6730bb430b8413dd,I Am too central European to understand What u mean guys lol.,2021-07-15T13:12:33Z,105,0,Ugxo4kNc0SLd23KQnuZ4AaABAg,en,youtube,2026-01-14T13:23:10.428400
Ugxo4kNc0SLd23KQnuZ4AaABAg.9PXuO-yhVOD9PpnrWD9vOD,0ssucYoYtYE,cb9cda40f688bb5a,"@Damian-el1sw pound is a currency but also can indicate how much something weights, 1 pound (lb) = 0,45 kg",2021-07-15T22:07:40Z,91,0,Ugxo4kNc0SLd23KQnuZ4AaABAg,en,youtube,2026-01-14T13:23:10.428408
Ugxo4kNc0SLd23KQnuZ4AaABAg.9PXuO-yhVOD9PqtXIXrzB2,0ssucYoYtYE,d5c1b030418badfa,"ur not, it is heavy",2021-07-16T08:16:26Z,6,0,Ugxo4kNc0SLd23KQnuZ4AaABAg,en,youtube,2026-01-14T13:23:10.428418
Ugxo4kNc0SLd23KQnuZ4AaABAg.9PXuO-yhVOD9PrFVz4HuZD,0ssucYoYtYE,6730bb430b8413dd,Interesting! I only knew about GBP as a Pound. Good to know,2021-07-16T11:37:14Z,6,0,Ugxo4kNc0SLd23KQnuZ4AaABAg,en,youtube,2026-01-14T13:23:10.428429
UgyOVsrRx1C03Evh4X54AaABAg,0ssucYoYtYE,3d447497cdd5cd2e,It's crazy seeing Jeremy be blown away and having a blast inside an electric car.,2022-07-23T06:59:24Z,928,9,,en,youtube,2026-01-14T13:23:10.428441
UgyOVsrRx1C03Evh4X54AaABAg.9docQaNClL29mFcrHOQPrW,0ssucYoYtYE,47228715efa77ec1,Because it is fun,2023-02-18T00:13:04Z,26,0,UgyOVsrRx1C03Evh4X54AaABAg,en,youtube,2026-01-14T13:23:10.428452
UgyOVsrRx1C03Evh4X54AaABAg.9docQaNClL29tFNp2pVg_h,0ssucYoYtYE,d903bf455d6fd83d,I low-key expected him to hate it.,2023-08-10T21:32:44Z,11,0,UgyOVsrRx1C03Evh4X54AaABAg,en,youtube,2026-01-14T13:23:10.428461
UgyOVsrRx1C03Evh4X54AaABAg.9docQaNClL29usm0u8NqN5,0ssucYoYtYE,99f8d028b619ad3d,He liked the electric SLS.,2023-09-20T10:33:57Z,12,0,UgyOVsrRx1C03Evh4X54AaABAg,en,youtube,2026-01-14T13:23:10.428470
UgyOVsrRx1C03Evh4X54AaABAg.9docQaNClL29wXbqsTNCau,0ssucYoYtYE,260e0835a6098be7,He exploded with excitement…,2023-10-31T13:04:33Z,2,0,UgyOVsrRx1C03Evh4X54AaABAg,en,youtube,2026-01-14T13:23:10.428479
UgyOVsrRx1C03Evh4X54AaABAg.9docQaNClL29xXK3TB3zyd,0ssucYoYtYE,a246729388bc1b6c,"After he has previously stated that he ""will never ride in an electric vehicle"" 🤪🤣",2023-11-25T06:51:47Z,2,0,UgyOVsrRx1C03Evh4X54AaABAg,en,youtube,2026-01-14T13:23:10.428491
Ugw1A89xN8ViThGExml4AaABAg,0ssucYoYtYE,8c070796a71ce813,The electronic gadgets in the car remind me of those early iPhone apps where you would show your friends you have a zippo Lighter app or one where you can drink beer,2021-05-24T13:35:57Z,3377,20,,en,youtube,2026-01-14T13:23:10.428501
Ugw1A89xN8ViThGExml4AaABAg.9Nizy8nDznx9NneURvVzKO,0ssucYoYtYE,0e3c24cbafa6af1a,"LOL indeed, and look where we are now. Crazy times.",2021-05-26T09:04:28Z,71,0,Ugw1A89xN8ViThGExml4AaABAg,en,youtube,2026-01-14T13:23:10.428513
Ugw1A89xN8ViThGExml4AaABAg.9Nizy8nDznx9OMu2Mc6C3W,0ssucYoYtYE,04210be76b949c50,He didn’t even show off emissions testing mode. 💨,2021-06-09T10:53:06Z,38,0,Ugw1A89xN8ViThGExml4AaABAg,en,youtube,2026-01-14T13:23:10.428523
Ugw1A89xN8ViThGExml4AaABAg.9Nizy8nDznx9ObDT26fzB1,0ssucYoYtYE,8f12b258c7d8d1d6,Holy shit. You just infused a decade of flash backs. What about the app where you can shoot ak47's and pretend you're Rambo 🤣🤣🤣,2021-06-15T09:40:06Z,144,0,Ugw1A89xN8ViThGExml4AaABAg,en,youtube,2026-01-14T13:23:10.428531
Ugw1A89xN8ViThGExml4AaABAg.9Nizy8nDznx9PWaVXULNMF,0ssucYoYtYE,ce518f6476c3e6aa,@niall8632 the gun apps oh my god yes I forgot all about those till right now 🤣,2021-07-08T01:46:07Z,34,0,Ugw1A89xN8ViThGExml4AaABAg,en,youtube,2026-01-14T13:23:10.428543
Ugw1A89xN8ViThGExml4AaABAg.9Nizy8nDznx9PWzJxSYIyr,0ssucYoYtYE,8f12b258c7d8d1d6,@lenoralaflamme152 what about the one where it sounded like an electric trimmer and you'd pretend you'd cut someone's hair 🤣🤣,2021-07-08T05:22:59Z,47,0,Ugw1A89xN8ViThGExml4AaABAg,en,youtube,2026-01-14T13:23:10.428553
UgyGxj8e69u9weB2hH54AaABAg,0ssucYoYtYE,6dd334db7aa75ea8,I feel like in an alternate reality. Jeremy Clarkson giving a positive review of an American car.,2021-05-12T23:26:43Z,4616,120,,en,youtube,2026-01-14T13:23:10.428562
UgyGxj8e69u9weB2hH54AaABAg.9NG91VjEfeM9NL556lSZSE,0ssucYoYtYE,f45b3afbdf0e706c,He'll point out Elon is an immigrant then make fun of Mississippi,2021-05-14T21:28:27Z,280,0,UgyGxj8e69u9weB2hH54AaABAg,en,youtube,2026-01-14T13:23:10.428573
UgyGxj8e69u9weB2hH54AaABAg.9NG91VjEfeM9NMt3RDtLxU,0ssucYoYtYE,ac8ac163b66865b3,"his not american, musk is german or sum shit isnt he? i gave it bout 2 yrs before the asians rip these ideas off and no1 making any money",2021-05-15T14:13:07Z,31,0,UgyGxj8e69u9weB2hH54AaABAg,en,youtube,2026-01-14T13:23:10.428583
UgyGxj8e69u9weB2hH54AaABAg.9NG91VjEfeM9NMyTNAKqre,0ssucYoYtYE,11757afb0d784e4d,@trexelectronic6339 musk is south african,2021-05-15T15:00:20Z,210,0,UgyGxj8e69u9weB2hH54AaABAg,en,youtube,2026-01-14T13:23:10.428591
UgyGxj8e69u9weB2hH54AaABAg.9NG91VjEfeM9NOEecPZsts,0ssucYoYtYE,253f9e80a90330d2,As ready as I was to to be annoyed. I think Jeremy did a great job reviewing the car. It was fun and funny. Such a contrast to his last tesla review.,2021-05-16T02:49:48Z,23,0,UgyGxj8e69u9weB2hH54AaABAg,en,youtube,2026-01-14T13:23:10.428600
UgyGxj8e69u9weB2hH54AaABAg.9NG91VjEfeM9NPpXwNoGjd,0ssucYoYtYE,df37616fd71efd3b,@kahsimanaful hillbillies are immigrants too... study us history,2021-05-16T17:40:03Z,21,0,UgyGxj8e69u9weB2hH54AaABAg,en,youtube,2026-01-14T13:23:10.428607
UgwsBzseabjMoY4RR3p4AaABAg,0ssucYoYtYE,5ec79f925cfe09d3,If the Tesla had a wider screen we would all finally know James is Moroccan.,2021-07-23T01:29:03Z,1644,6,,en,youtube,2026-01-14T13:23:10.428616
UgwsBzseabjMoY4RR3p4AaABAg.9Q7BTdrf8JZ9QM4KwdY-nO,0ssucYoYtYE,17dc8cb252c2cb5b,Is that what he was trying to type? I wasn't sure... 🤣,2021-07-28T20:15:18Z,13,0,UgwsBzseabjMoY4RR3p4AaABAg,en,youtube,2026-01-14T13:23:10.428625
UgwsBzseabjMoY4RR3p4AaABAg.9Q7BTdrf8JZ9Q_IRJNAig-,0ssucYoYtYE,d4b09f69671c5b7a,"@agnostimous2859 If you genuinely don't know, he was writing ""moron""",2021-08-03T08:47:52Z,56,0,UgwsBzseabjMoY4RR3p4AaABAg,en,youtube,2026-01-14T13:23:10.428637
UgwsBzseabjMoY4RR3p4AaABAg.9Q7BTdrf8JZ9Q_xASRbUBb,0ssucYoYtYE,17dc8cb252c2cb5b,@conorfrankland7699 oh I see 🤣,2021-08-03T14:52:34Z,4,0,UgwsBzseabjMoY4RR3p4AaABAg,en,youtube,2026-01-14T13:23:10.428646
UgwsBzseabjMoY4RR3p4AaABAg.9Q7BTdrf8JZ9RKGkShXzj8,0ssucYoYtYE,8ffbae32e615554f,I think that's possible with the Model 3 and the Model Y.,2021-08-21T23:56:42Z,0,0,UgwsBzseabjMoY4RR3p4AaABAg,en,youtube,2026-01-14T13:23:10.428655
UgwsBzseabjMoY4RR3p4AaABAg.9Q7BTdrf8JZ9UAcDh-RvaY,0ssucYoYtYE,deb7f084b0832e93,I think he was writing moron,2021-10-31T19:34:50Z,2,0,UgwsBzseabjMoY4RR3p4AaABAg,en,youtube,2026-01-14T13:23:10.428664
UgwD_NVWKPtusHJGalR4AaABAg,0ssucYoYtYE,64980882c2d5e5cc,Never thought I'd live to see Jeremy in a 12 minute long advertisement for a Tesla.,2022-12-19T11:40:25Z,659,8,,en,youtube,2026-01-14T13:23:10.428674
UgwD_NVWKPtusHJGalR4AaABAg.9jon1A2Zq9s9lEnEL-6Aej,0ssucYoYtYE,5cf14af3d73c7c2e,yeah and tesla stupid enough to give him old model X to advertise it,2023-01-23T19:53:06Z,24,0,UgwD_NVWKPtusHJGalR4AaABAg,en,youtube,2026-01-14T13:23:10.428685
UgwD_NVWKPtusHJGalR4AaABAg.9jon1A2Zq9s9neAtLwsUO0,0ssucYoYtYE,dc7c871981637985,"He's sold out,like Harry.",2023-03-24T18:51:36Z,5,0,UgwD_NVWKPtusHJGalR4AaABAg,en,youtube,2026-01-14T13:23:10.428694
UgwD_NVWKPtusHJGalR4AaABAg.9jon1A2Zq9s9nhnI6I7Fox,0ssucYoYtYE,697afefa117f308b,@mr.president6922 this was 2017. This was a new model x back then.,2023-03-26T04:33:37Z,29,0,UgwD_NVWKPtusHJGalR4AaABAg,en,youtube,2026-01-14T13:23:10.428703
UgwD_NVWKPtusHJGalR4AaABAg.9jon1A2Zq9s9r7scTgI79k,0ssucYoYtYE,f9f448e239ce18d4,"it's called a car review, he brings the same energy to any car he tests. Maybe you just can't believe that an electric car can be good.",2023-06-19T06:33:54Z,33,0,UgwD_NVWKPtusHJGalR4AaABAg,en,youtube,2026-01-14T13:23:10.428712
UgwD_NVWKPtusHJGalR4AaABAg.9jon1A2Zq9s9s0ROf9sYVT,0ssucYoYtYE,7a5c4dbdfe9bca93,"@SpektrikMusic It speaks well enough that Jeremy doesn't own an electric car and if he did, it wouldn't be this one despite the fact that he has a wife and kids. It's a tedious, giant and incredibly ugly family car for fat Americans.",2023-07-11T05:43:55Z,0,0,UgwD_NVWKPtusHJGalR4AaABAg,en,youtube,2026-01-14T13:23:10.428720
UgzEcPjk-bMGaudczcB4AaABAg,0ssucYoYtYE,48377811c7d80c03,"It’s always nice to see that Jeremy is always honest about his car reviews, even though he already knows he doesn’t like electric cars he is honest about the good and bad things",2021-11-10T12:07:43Z,4038,38,,en,youtube,2026-01-14T13:23:10.428733
UgzEcPjk-bMGaudczcB4AaABAg.9UZ_-dVEmj39VIRDlL2TY6,0ssucYoYtYE,db97790ddfd8dda4,Except this has certainly not been the case with Jeremy’s reviews of Tesla.,2021-11-28T16:55:18Z,95,0,UgzEcPjk-bMGaudczcB4AaABAg,en,youtube,2026-01-14T13:23:10.428742
UgzEcPjk-bMGaudczcB4AaABAg.9UZ_-dVEmj39VIv8zHpttG,0ssucYoYtYE,12d44b247a2e426b,@pikkuporsas you are aware this is a tesla,2021-11-28T21:25:32Z,64,0,UgzEcPjk-bMGaudczcB4AaABAg,en,youtube,2026-01-14T13:23:10.428750
UgzEcPjk-bMGaudczcB4AaABAg.9UZ_-dVEmj39VSU2PygAZW,0ssucYoYtYE,e5469d0ae863c4aa,"@shadowxxe that's what he said, implying this isn't an honest review",2021-12-02T14:32:22Z,22,0,UgzEcPjk-bMGaudczcB4AaABAg,en,youtube,2026-01-14T13:23:10.428758
UgzEcPjk-bMGaudczcB4AaABAg.9UZ_-dVEmj39Vn1M-X28Zn,0ssucYoYtYE,db97790ddfd8dda4,"@shadowxxe of course…. I meant in the past Jeremy has not been honest with his reviews of Teslas, although the producers were clearly involved in the previous negative reviews.",2021-12-10T23:24:56Z,29,0,UgzEcPjk-bMGaudczcB4AaABAg,en,youtube,2026-01-14T13:23:10.428767
UgzEcPjk-bMGaudczcB4AaABAg.9UZ_-dVEmj39XG6f1J5Ntc,0ssucYoYtYE,97f029e526197efe,@pikkuporsas Tesla lost that lawsuit so there's no evidence that Top Gear lied.,2022-01-16T12:19:58Z,75,0,UgzEcPjk-bMGaudczcB4AaABAg,en,youtube,2026-01-14T13:23:10.428779
UgzOX7TcwfTqywJcmSd4AaABAg,0ssucYoYtYE,1b7c211bd9c6fee6,"Some say, to this day, those lawyers are still stuck in that parking space.",2021-04-30T13:19:48Z,2559,18,,en,youtube,2026-01-14T13:23:10.428788
UgzOX7TcwfTqywJcmSd4AaABAg.9MlA1pVLZ1n9MlM5relwiB,0ssucYoYtYE,6fde06d12c6baa4a,The wing doors can actually open in very narrow spaces. This is honestly a pretty poor interpretation of what this car really is.,2021-04-30T15:05:12Z,125,0,UgzOX7TcwfTqywJcmSd4AaABAg,en,youtube,2026-01-14T13:23:10.428805
UgzOX7TcwfTqywJcmSd4AaABAg.9MlA1pVLZ1n9MlNhtgG1Nc,0ssucYoYtYE,10e6b205cbd376fd,@lukako17 It is a really good SUV I want one :),2021-04-30T15:19:16Z,9,0,UgzOX7TcwfTqywJcmSd4AaABAg,en,youtube,2026-01-14T13:23:10.428815
UgzOX7TcwfTqywJcmSd4AaABAg.9MlA1pVLZ1n9MlQhmwRpsY,0ssucYoYtYE,cde0d0f25e98fc65,@lukako17 You obviously haven't gotten the point of the show yet.,2021-04-30T15:45:28Z,72,0,UgzOX7TcwfTqywJcmSd4AaABAg,en,youtube,2026-01-14T13:23:10.428825
UgzOX7TcwfTqywJcmSd4AaABAg.9MlA1pVLZ1n9MnkSY4oIzE,0ssucYoYtYE,c60fbc246424daf9,Some say elon musk sent them to mars cause he can,2021-05-01T13:25:14Z,7,0,UgzOX7TcwfTqywJcmSd4AaABAg,en,youtube,2026-01-14T13:23:10.428838
UgzOX7TcwfTqywJcmSd4AaABAg.9MlA1pVLZ1n9Mq2Hme241J,0ssucYoYtYE,914863789588d480,"Its okay, Pet Mode was engaged",2021-05-02T10:48:16Z,9,0,UgzOX7TcwfTqywJcmSd4AaABAg,en,youtube,2026-01-14T13:23:10.428848
UgzAATualXjKAWyut1l4AaABAg,0ssucYoYtYE,f1063e2a9ed53772,"Jeremy should have become an artist, he's really good at drawing.",2021-05-01T09:44:06Z,3050,30,,en,youtube,2026-01-14T13:23:10.428857
UgzAATualXjKAWyut1l4AaABAg.9MnM8quRkgn9MpvpMSNqKx,0ssucYoYtYE,c9a2a31ad98919b1,"I don't think we need anymore failed artists. You never know, he might take extended holiday to Poland.",2021-05-02T09:43:05Z,117,0,UgzAATualXjKAWyut1l4AaABAg,en,youtube,2026-01-14T13:23:10.428866
UgzAATualXjKAWyut1l4AaABAg.9MnM8quRkgn9Mq2VAKozBO,0ssucYoYtYE,390cec4aece172b4,Dont think it's funny drawing picture of Hammond like that.....,2021-05-02T10:50:06Z,32,0,UgzAATualXjKAWyut1l4AaABAg,en,youtube,2026-01-14T13:23:10.428888
UgzAATualXjKAWyut1l4AaABAg.9MnM8quRkgn9MqgaZGgkUG,0ssucYoYtYE,402dfeb9962aa142,Did he just drew something offensive?,2021-05-02T16:49:14Z,68,0,UgzAATualXjKAWyut1l4AaABAg,en,youtube,2026-01-14T13:23:10.428898
